ticker,company,sector_name,sector_code,year,quarter,avg_return,total_volatility,correlation_gdp,correlation_inflation,currency_impact,sector_rank,sector_avg_return,outperforming_sector,recession_resilience_score
EPD,Enterprise Products Partners,Pipelines,PIPE,2024,1,0.3446582524845848,2.8795271649483043,0,0,0,2.0,0.306838851470639,1,0.0
ET,Energy Transfer,Pipelines,PIPE,2024,1,0.44099283499975533,1.7625458520130408,0,0,0,1.0,0.306838851470639,1,0.0
F,Ford Motor,Motor Vehicles & Parts,MOTO,2024,1,-0.06398528431774111,4.641377187151514,0,0,0,2.0,-0.36134816197505354,1,0.0
FDX,Fedex,"Mail, Package, And Freight Delivery",MAIL,2024,1,0.04790440405690939,1.5701752524166364,0,0,0,1.0,-0.062162036798838825,1,0.0
FMCC,Freddie Mac,Diversified Financials,DIVE,2024,1,-0.2656608038426223,17.498142280260836,0,0,0,3.0,-0.27074977450083404,1,0.0
FNMA,Fannie Mae,Diversified Financials,DIVE,2024,1,-0.2174227598885135,14.707551403984269,0,0,0,2.0,-0.27074977450083404,1,0.0
GE,General Electric,Industrial Machinery,INDU,2024,1,0.2865535309827339,4.144655747391392,0,0,0,1.0,0.2865535309827339,0,0.0
GM,General Motors,Motor Vehicles & Parts,MOTO,2024,1,0.6057850364980176,6.743895614853378,0,0,0,1.0,-0.36134816197505354,1,0.0
GOOGL,Alphabet,Internet Services And Retailing,INTE,2024,1,0.5112325751481961,3.256958173019987,0,0,0,1.0,0.2733553576475262,1,0.0
GS,Goldman Sachs Group,Commercial Banks,COMM,2024,1,0.05689360477599168,2.529851877408681,0,0,0,5.0,0.020453133521311916,1,0.0
HCA,Hca Healthcare,Health Care: Medical Facilities,HEAL,2024,1,0.08839193474054408,2.6661306129656914,0,0,0,1.0,0.08839193474054408,0,0.0
HD,Home Depot,Specialty Retailers,SPEC,2024,1,0.09523779208267873,3.053673954391196,0,0,0,3.0,0.15300384013034965,0,0.0
HUM.ST,Humana,Health Care,HEAL,2024,1,-0.1159052262466271,4.5649438127880195,0,0,0,5.0,0.08133658688475572,0,0.0
IBM,Ibm,Information Technology Services,INFO,2024,1,-0.05387797164644122,8.205789498170109,0,0,0,1.0,-0.05387797164644122,0,0.0
INTC,Intel,Semiconductor And Electronics,SEMI,2024,1,-0.9940475040946236,7.792888631252009,0,0,0,2.0,-0.22918564792203094,0,0.0
JNJ,Johnson & Johnson,Pharmaceutical,PHAR,2024,1,-0.3784404393267331,3.4738296847431633,0,0,0,4.0,-0.19036878860286743,0,0.0
JPM,Jp Morgan Chase,Commercial Banks,COMM,2024,1,0.21795393867638646,3.481485507277995,0,0,0,2.0,0.020453133521311916,1,0.0
KR,Kroger,Food & Drug Stores,FOOD,2024,1,0.3892181689406765,3.062316686970166,0,0,0,1.0,0.17627621109369873,1,0.0
LFG.AX,Liberty Mutual Insurance Group,Insurance,INSU,2024,1,-0.5702840433713358,5.431604173743708,0,0,0,7.0,0.09471079485621561,0,0.0
LMT,Lockheed Martin,"Aerospace, Defense",AERO,2024,1,0.04933675023884578,0.3589214873305842,0,0,0,2.0,-0.21850893643319927,1,0.0
MCK,Mckesson,Wholesalers,WHOL,2024,1,0.27205567262369995,5.224726938318233,0,0,0,2.0,-0.02136908779213895,1,0.0
MET,Metlife,Insurance,INSU,2024,1,0.1933816285723889,2.7161841759057648,0,0,0,5.0,0.09471079485621561,1,0.0
META,Meta Platforms,Internet Services And Retailing,INTE,2024,1,0.03547814014685633,8.477248266870474,0,0,0,2.0,0.2733553576475262,0,0.0
MPC,Marathon Petroleum,Petroleum Refining,PETR,2024,1,1.3500350791377218,6.669829199652069,0,0,0,2.0,1.0378885185734283,1,0.0
MRK,Merck,Pharmaceutical,PHAR,2024,1,-0.07623125195507233,1.190571904370751,0,0,0,1.0,-0.19036878860286743,1,0.0
MS,Morgan Stanley,Commercial Banks,COMM,2024,1,0.3350242371997263,4.273382921290316,0,0,0,1.0,0.020453133521311916,1,0.0
MSFT,Microsoft,Computer Software,COMP,2024,1,0.5971831621532261,6.890799946413601,0,0,0,2.0,1.3172760300116286,0,0.0
NKE,Nike,Apparel,APPA,2024,1,-0.2817728312771731,3.6169826675257055,0,0,0,1.0,-0.2817728312771731,0,0.0
NVDA,Nvidia,Semiconductor And Electronics,SEMI,2024,1,0.5356762082505617,17.96555862757522,0,0,0,1.0,-0.22918564792203094,1,0.0
ORCL,Oracle,Computer Software,COMP,2024,1,2.037368897870031,27.250740262283934,0,0,0,1.0,1.3172760300116286,1,0.0
PAGP,Plains Gp Holdings,Pipelines,PIPE,2024,1,0.13486546692757692,2.52892320695012,0,0,0,3.0,0.306838851470639,0,0.0
PEP,Pepsico,Food Consumer Products,FOOD,2024,1,-0.008637036689546579,1.002353824219445,0,0,0,1.0,-0.008637036689546579,0,0.0
PFGC,Performance Food Group,Wholesalers,WHOL,2024,1,0.3099924519559137,1.0263903033105297,0,0,0,1.0,-0.02136908779213895,1,0.0
PFIZER.NS,Pfizer,Pharmaceutical,PHAR,2024,1,-0.11543629808330928,5.2519549547059645,0,0,0,2.0,-0.19036878860286743,1,0.0
PG,Procter & Gamble,Household And Personal Products,HOUS,2024,1,-0.020357381304235974,0.9414164165078073,0,0,0,1.0,-0.020357381304235974,0,0.0
PGR,Progressive,Insurance,INSU,2024,1,0.8159451735260557,2.505493007719351,0,0,0,1.0,0.09471079485621561,1,0.0
PRU,Prudential Financial,Insurance,INSU,2024,1,0.2372423814561405,2.253244630700725,0,0,0,4.0,0.09471079485621561,1,0.0
PSX,Phillips 66,Petroleum Refining,PETR,2024,1,1.2541206465785169,4.654084433051077,0,0,0,3.0,1.0378885185734283,1,0.0
RTX,Rtx,"Aerospace, Defense",AERO,2024,1,0.33674610340439576,4.731209542400542,0,0,0,1.0,-0.21850893643319927,1,0.0
SNEX,Stonex Group,Diversified Financials,DIVE,2024,1,-0.44504697726502346,5.232176228272079,0,0,0,4.0,-0.27074977450083404,0,0.0
SNX,Td Synnex,Wholesalers,WHOL,2024,1,-0.13945806745968467,3.0446028477690135,0,0,0,5.0,-0.02136908779213895,0,0.0
SYY,Sysco,Wholesalers,WHOL,2024,1,0.22596793186961195,1.4438847715051337,0,0,0,3.0,-0.02136908779213895,1,0.0
TGT,Target,General Merchandisers,GENE,2024,1,-0.4613764451855107,1.6621186482841606,0,0,0,3.0,-0.016818029705656375,0,0.0
TILIX,Tiaa,Insurance,INSU,2024,1,0.05316383786554746,4.348033771896853,0,0,0,6.0,0.09471079485621561,0,0.0
TJX,Tjx,Specialty Retailers,SPEC,2024,1,0.2243331905236305,2.2225872154278132,0,0,0,2.0,0.15300384013034965,1,0.0
TSLA,Tesla,Motor Vehicles & Parts,MOTO,2024,1,-1.6258442381054372,7.634915497965393,0,0,0,3.0,-0.36134816197505354,0,0.0
TSN,Tyson Foods,Food Production,FOOD,2024,1,0.15163132143399444,2.321158686634468,0,0,0,3.0,8.350377482041107,0,0.0
UAL,United Airlines Holdings,Airlines,AIRL,2024,1,0.34797627554765354,6.190398895363133,0,0,0,1.0,0.2817671372222936,1,0.0
UNH,Unitedhealth Group,Health Care,HEAL,2024,1,0.06834400079709735,0.6418873751586203,0,0,0,4.0,0.08133658688475572,0,0.0
UPS,United Parcel Service,"Mail, Package, And Freight Delivery",MAIL,2024,1,-0.17222847765458704,5.518017849262888,0,0,0,2.0,-0.062162036798838825,0,0.0
VLO,Valero Energy,Petroleum Refining,PETR,2024,1,1.7098349431075424,7.867002195000843,0,0,0,1.0,1.0378885185734283,1,0.0
VZ,Verizon Communications,Telecommunications,TELE,2024,1,-0.3189634448720522,1.5133505224421553,0,0,0,2.0,-0.3306435059921876,1,0.0
WFC,Wells Fargo,Commercial Banks,COMM,2024,1,0.14701811967035514,2.4257880075577605,0,0,0,3.0,0.020453133521311916,1,0.0
WKC,World Kinect,Energy,ENER,2024,1,0.8502047897286982,10.856076918724884,0,0,0,1.0,0.8502047897286982,0,0.0
WMT,Walmart,General Merchandisers,GENE,2024,1,0.0790661064661566,3.0291477665845346,0,0,0,2.0,-0.016818029705656375,1,0.0
X1G.PA,Lowe'S,Specialty Retailers,SPEC,2024,1,-0.1284523816861366,0.4043344560162995,0,0,0,4.0,0.15300384013034965,0,0.0
XOM,Exxon Mobil,Petroleum Refining,PETR,2024,1,0.4117440604279179,3.42494191874665,0,0,0,5.0,1.0378885185734283,0,0.0
