ticker,company,sector_name,sector_code,year,quarter,avg_return,avg_volatility,correlation_gdp,correlation_inflation,currency_impact,sector_rank,sector_avg_return,outperforming_sector,recession_resilience_score
1959.T,Kraft Foods Inc.,,,2010,3,-0.09830966177755521,1.2215271942968455,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
1959.T,Kraft Foods Inc.,,,2010,4,0.23195400936264712,1.6104521012257738,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
1959.T,Kraft Foods Inc.,,,2011,1,0.08490232159992901,1.9007914252708806,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
1959.T,Kraft Foods Inc.,,,2011,2,0.013113213795974854,2.3452385936420215,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
1959.T,Kraft Foods Inc.,,,2011,3,0.04027002808253805,1.8049156608798955,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
1959.T,Kraft Foods Inc.,,,2011,4,-0.17383251206178818,2.1299971418554744,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
1959.T,Kraft Foods Inc.,,,2012,1,0.0753891862953353,1.4102679177668818,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
1959.T,Kraft Foods Inc.,,,2012,2,0.031222642023318665,1.7157852585016888,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
1959.T,Kraft Foods Inc.,,,2012,3,-0.35131138925637695,1.5099897281022312,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
1959.T,Kraft Foods Inc.,,,2012,4,0.2561745241172714,2.046319426380449,-0.0019122217964549547,-0.006457500226543581,-0.022551708243751533,0.0,0.0,0,-0.09657864647303162
601336.SS,New York Life Insurance,,,2015,1,0.16256808999897468,3.445009274912515,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2015,2,0.3032741434165533,3.691693166077841,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2015,3,-0.7249123749607369,4.562771041956706,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2015,4,0.6850339592851317,3.4558391550388325,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2016,1,-0.3590491008092897,3.772877030875774,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2016,2,0.0021755003757883027,1.7249942206292284,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2016,3,0.05582988838271225,1.7166719413801679,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2016,4,0.11180600185322473,1.3906658219048293,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2017,1,-0.05672338786657314,1.1932262781277425,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2017,2,0.3448425896622024,1.4749985556445098,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2017,3,0.19233077516275063,2.520387715914445,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2017,4,0.39125057560036647,2.339385118071128,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2018,1,-0.6809374189769098,2.711400093448559,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2018,2,-0.09334343018635385,2.3055706216853102,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2018,3,0.3031951292780394,2.471924354380496,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2018,4,-0.27324074102898455,2.27618462715382,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2019,1,0.45419267084966763,2.324158307761505,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2019,2,0.08473619646926152,3.1444906502545975,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2019,3,-0.14893760434264586,2.034595729844734,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2019,4,0.022253550213011543,1.2499848005667185,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2020,1,-0.32923314536479154,2.243275656836597,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2020,2,0.19188092818204297,1.8025612533089685,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2020,3,0.6180642350864627,3.475176013379407,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2020,4,-0.12314949009793377,2.5969382303695574,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2021,1,-0.24790963636385885,2.149595718575961,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2021,2,-0.07858998046322417,1.846142845235747,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2021,3,-0.13962613108949343,1.7116576188874442,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2021,4,-0.04318469046368168,1.5181387064588896,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2022,1,-0.14661958941011782,1.5341051218350208,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2022,2,-0.12355915195915433,2.497383249163786,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2022,3,-0.18534335957611692,1.663683512719964,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2022,4,0.2086192956138875,2.012255443023759,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2023,1,0.040395561033939334,1.9467079983031998,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2023,2,0.34717659229627534,2.4598887394408377,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2023,3,0.0752334505849688,2.5333305941605038,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2023,4,-0.267477636959209,1.5895686987310558,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2024,1,-0.05163280865240405,2.163038252896047,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2024,2,0.02818541088192612,1.930030251205164,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2024,3,0.7621560228880657,1.7441164595255079,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2024,4,0.2556682909544851,3.5164559878367854,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2025,1,0.019557549511214363,2.5736296417548483,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2025,2,0.23187579650927057,2.162847505590357,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2025,3,0.13119329280099898,1.9112803042375857,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance,,,2025,4,0.19285406014741976,1.9485155423916416,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2011,4,0.48851000672501255,1.3122204742952301,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2012,1,0.08685972698160307,2.6398733380004957,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2012,2,0.33417667316288524,2.4156683359757376,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2012,3,-0.4518625174263722,2.7508137472331486,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2012,4,0.1552631975896493,2.737215077592674,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2013,1,-0.26220368370945824,3.5231642425155516,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2013,2,0.24818546576982398,2.7370089201019465,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2013,3,-0.10103476805850611,2.5387879620797262,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2013,4,0.011776307257935766,1.9508287803923252,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2014,1,-0.1932111924284104,1.3992568017427207,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2014,2,0.08532583973873697,1.4817911199051303,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2014,3,0.2521931155912009,1.7131570705140204,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
601336.SS,New York Life Insurance Company,,,2014,4,1.2666495542016065,3.074262091062718,0.0032115932782918665,0.004789652068343699,0.00111287596305304,0.0,0.0,0,0.1064126939318639
AA,Alcoa,Metals,META,1996,1,0.24950427843578807,1.879570155903469,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.24950427843578807,0,0.28405365405906424
AA,Alcoa,Metals,META,1996,2,-0.12337489985560436,1.6074651361229557,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.12337489985560436,0,0.28405365405906424
AA,Alcoa,Metals,META,1996,3,0.05823221414253942,1.2784047465389257,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.05823221414253942,0,0.28405365405906424
AA,Alcoa,Metals,META,1996,4,0.13048445794385333,1.4499600108531194,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.13048445794385333,0,0.28405365405906424
AA,Alcoa,Metals,META,1997,1,0.13747004316873465,1.6156242436830497,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.13747004316873465,0,0.28405365405906424
AA,Alcoa,Metals,META,1997,2,0.1754535011034562,1.4191538986378602,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.1754535011034562,0,0.28405365405906424
AA,Alcoa,Metals,META,1997,3,0.1485896210960299,1.539224088723493,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.1485896210960299,0,0.28405365405906424
AA,Alcoa,Metals,META,1997,4,-0.22720961587910582,2.0040425386200837,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.22720961587910582,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,1999,1,0.34696101580855215,2.7181168615017137,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.34696101580855215,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,1999,2,0.7172339950724884,3.6159386631842785,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.7172339950724884,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,1999,3,0.026653811831169737,2.151196155775605,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.026653811831169737,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,1999,4,0.44127179589907073,1.884576660704068,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.44127179589907073,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2001,1,-0.08422217168176387,3.4017195320750884,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.08422217168176387,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2001,2,0.20227537329766634,2.488511571891658,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.20227537329766634,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2001,3,-0.38107096001683866,2.4341195812180274,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.38107096001683866,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2001,4,0.27816042448657313,2.7073240536224255,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.27816042448657313,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2002,1,0.09891559780889511,2.1775446122459043,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.09891559780889511,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2002,2,-0.18325672197378545,1.5366468755944136,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.18325672197378545,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2002,3,-0.7781695031333622,3.0736020981217806,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.7781695031333622,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2002,4,0.31885279002030414,3.2877955841337565,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.31885279002030414,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2003,1,-0.20992090209600847,2.6767751588035877,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.20992090209600847,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2003,2,0.466223818461013,2.20175021233514,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.466223818461013,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2003,3,0.062264976460965474,1.6340498536375638,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.062264976460965474,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2003,4,0.6222384558227255,1.8693067354891881,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.6222384558227255,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2004,1,-0.12486016028059042,2.021537894042803,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.12486016028059042,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2004,2,-0.05008612880786002,2.1084276648152906,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.05008612880786002,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2004,3,0.04876334626702533,1.6385738552846303,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.04876334626702533,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2004,4,-0.08716335084510804,1.6189649453856292,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.08716335084510804,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2005,1,-0.040124103522205856,1.2111978968688004,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.040124103522205856,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2005,2,-0.21722103724546468,1.4644307646785524,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.21722103724546468,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2005,3,-0.08664228356955982,1.3656714966341934,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.08664228356955982,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2005,4,0.3208499908913178,1.281564271816111,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.3208499908913178,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2006,1,0.0743499208614358,1.6092143227835374,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.0743499208614358,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2006,2,0.11875042016986972,1.8328841896666677,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.11875042016986972,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2006,3,-0.20759863229142475,1.66496978622777,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.20759863229142475,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2006,4,0.1342291259785835,1.44369717419081,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.1342291259785835,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2007,1,0.22388647059237038,1.753272027653579,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.22388647059237038,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2007,2,0.3086988468909087,1.759543708522427,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.3086988468909087,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2007,3,-0.012861479021287342,2.579596514302735,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.012861479021287342,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2007,4,-0.06660349240214436,2.0711824792587223,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.06660349240214436,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2008,1,0.01945454127679679,2.8553304241710835,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.01945454127679679,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2008,2,0.028086575530051342,2.811223934956124,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.028086575530051342,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2008,3,-0.6488960122075577,2.9801095923047174,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.6488960122075577,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2008,4,-0.77452018109557,8.269878964119965,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.77452018109557,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2009,1,-0.3417170036840227,6.280103816245182,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,-0.3417170036840227,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2009,2,0.6387815835781316,5.458128958127808,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.6387815835781316,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2009,3,0.4275769008754263,3.445337406562812,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.4275769008754263,0,0.28405365405906424
AA,"Alcoa, Inc.",Metals,META,2009,4,0.38942925352541147,2.8489897057813933,-0.016758129347625942,-0.017467400311750023,-0.0013530087710820861,1.0,0.38942925352541147,0,0.28405365405906424
AAL,American Airlines,,,2025,1,-0.8095325734126869,2.8264000070672592,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines,,,2025,2,0.20006100274697744,4.393174713040091,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines,,,2025,3,0.053579616142943466,3.3760150287968145,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines,,,2025,4,0.44146483794185615,2.6339697974158875,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2015,1,-0.0002471215983602106,2.3654738467313337,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2015,2,-0.40914910870488885,2.455153645150252,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2015,3,-0.013210339498842637,2.383316719867042,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2015,4,0.18026388701025148,2.093178871377164,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2016,1,-0.0415743609575632,2.2646580654782538,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2016,2,-0.537064872926784,1.9875045161184945,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2016,3,0.43553416999853173,2.842927527134672,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2016,4,0.4064223974630808,1.8078293110772872,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2017,1,-0.13755982367353992,1.881165738076711,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2017,2,0.2964866856305736,1.9604895749496047,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2017,3,-0.07280214862448882,1.6462601056115254,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2017,4,0.16171297404383905,1.759087190410296,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2018,1,0.022840487982656456,1.9731418681134618,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2018,2,-0.46291830031395115,2.134970880779634,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2018,3,0.1623862219695055,2.0872816211174396,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2018,4,-0.3570387233369811,3.0400813517075544,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2019,1,0.03158756140137952,2.8527710207954233,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2019,2,0.06935397224130571,1.9910917742124161,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2019,3,-0.2622919673006435,2.406465053458041,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2019,4,0.10036234598205626,2.0260299156941466,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2020,1,-1.0338701066701068,4.222380334948651,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
AAL,American Airlines Group,,,2020,2,0.4581833077261107,9.469000440235424,0.003881298747946793,0.004007604710140444,0.0033639265508982157,0.0,0.0,0,-0.015165566910044323
