ticker,company,sector_name,sector_code,year,quarter,avg_return,avg_volatility,correlation_gdp,correlation_inflation,currency_impact,sector_rank,sector_avg_return,outperforming_sector,recession_resilience_score
COP,ConocoPhillips,"Mining, Crude-Oil Production",MINI,2025,2,-0.393766504274265,5.049269641597417,0.0,0.0,0.0,1.0,-0.393766504274265,0,0
COR,Cencora,Wholesalers: Health Care,WHOL,2025,2,0.16301838156926496,1.9506864736814027,4.0135285107542383e-17,4.0135285107542383e-17,0.0,2.0,0.20986935354612676,0,0
COST,Costco,General Merchandisers,GENE,2025,2,0.2310646292060245,2.258906173861998,-2.906660442823912e-17,-2.906660442823912e-17,0.0,2.0,0.12882543836303473,1,0
CSCO,Cisco Systems,Network and Other Communications Equipment,NETW,2025,2,0.12760549000698146,3.307756064353035,1.009317946106447e-17,1.009317946106447e-17,0.0,1.0,0.12760549000698146,0,0
CVS,CVS Health,Health Care: Pharmacy and Other Services,HEAL,2025,2,-0.1318672620703971,2.6381837078770287,-1.0474339239803191e-17,-1.0474339239803191e-17,0.0,2.0,-0.08726857364007433,0,0
CVX,Chevron,Petroleum Refining,PETR,2025,2,-0.49145659788661916,3.5668313966604903,-1.896697440372211e-17,-1.896697440372211e-17,0.0,5.0,-0.06911164000680572,0,0
DAL,Delta Airlines,Airlines,AIRL,2025,2,0.5707221226786106,7.028082120033919,-3.7902285875481455e-17,-3.7902285875481455e-17,0.0,1.0,0.46131508907352403,1,0
DE,Deere,Construction and Farm Machinery,CONS,2025,2,0.3612603700244139,3.1918044586790506,-5.998940733102517e-17,-5.998940733102517e-17,0.0,1.0,0.2753873888264516,1,0
DELL,Dell Technologies,"Computers, Office Equipment",COMP,2025,2,0.6989194344964438,7.349570279574057,-5.884106416586694e-17,-5.884106416586694e-17,0.0,1.0,-0.2552278959359553,1,0
DIS,Walt Disney,Entertainment,ENTE,2025,2,0.4776279867657868,4.607395767789353,1.3760977123148755e-17,1.3760977123148755e-17,0.0,1.0,0.4776279867657868,0,0
ELV,Elevance Health,Health Care: Insurance and Managed Care,HEAL,2025,2,-0.0772799569332197,2.754236098062831,0.0,0.0,0.0,2.0,-0.3787995840063239,1,0
EPD,Enterprise Products Partners,Pipelines,PIPE,2025,2,-0.09025846947749085,2.619771986516923,7.410366391704352e-17,7.410366391704352e-17,0.0,2.0,-0.17558033586654462,1,0
ET,Energy Transfer,Pipelines,PIPE,2025,2,-0.017816635661898624,3.784219034018458,0.0,0.0,0.0,1.0,-0.17558033586654462,1,0
F,Ford Motor,Motor Vehicles & Parts,MOTO,2025,2,0.2426866654672409,3.6564635625723247,2.805741070306343e-17,2.805741070306343e-17,0.0,2.0,0.3783826166124438,0,0
FDX,FedEx,"Mail, Package and Freight Delivery",MAIL,2025,2,-0.24249373663910861,4.5009145237746715,3.0178518605423755e-17,3.0178518605423755e-17,0.0,1.0,-0.2563567216923565,1,0
FMCC,Freddie Mac,Diversified Financials,DIVE,2025,2,0.22405774525662164,6.227128477243912,-8.779192916995167e-17,-8.779192916995167e-17,0.0,4.0,0.3587542530178437,0,0
FNMA,Fannie Mae,Diversified Financials,DIVE,2025,2,0.5451327611780805,5.597119001184306,6.772520395584876e-17,6.772520395584876e-17,0.0,1.0,0.3587542530178437,1,0
GD,General Dynamics,Aerospace & Defense,AERO,2025,2,0.09706375231929273,2.789433104029684,2.4755192243796917e-17,2.4755192243796917e-17,0.0,4.0,0.27229672716957587,0,0
GM,General Motors,Motor Vehicles & Parts,MOTO,2025,2,0.16279768624635704,2.860687173931719,-6.48430286610528e-17,-6.48430286610528e-17,0.0,3.0,0.3783826166124438,0,0
GOOGL,Alphabet,Internet Services and Retailing,INTE,2025,2,0.16818708994232542,3.2214828591369526,-1.0919647390239021e-16,-1.0919647390239021e-16,0.0,3.0,0.22988236092250539,0,0
GSBD,Goldman Sachs,Commercial Banks,COMM,2025,2,-0.04698406262139703,3.0312238125546833,0.0,0.0,0.0,6.0,0.20297074564332776,0,0
HCA,HCA Healthcare,Health Care: Medical Facilities,HEAL,2025,2,0.336945228660667,2.176566015723268,0.0,0.0,0.0,1.0,0.336945228660667,0,0
HD,Home Depot,Specialty Retailers: Other,SPEC,2025,2,0.06580380651537261,2.2828406457206847,-1.3976510046569637e-17,-1.3976510046569637e-17,0.0,1.0,0.05371252001365394,1,0
HP,HP,"Computers, Office Equipment",COMP,2025,2,-1.2857297242866925,7.355855351123144,-5.660259643497426e-17,-5.660259643497426e-17,0.0,3.0,-0.2552278959359553,0,0
HUM.ST,Humana,Health Care: Insurance and Managed Care,HEAL,2025,2,-0.29809417051180037,2.7383815893204457,0.0,0.0,0.0,3.0,-0.3787995840063239,1,0
IBM,IBM,Information Technology Services,INFO,2025,2,0.24310123417571,2.895063918091118,-1.0677703834616061e-17,-1.0677703834616061e-17,0.0,1.0,0.24310123417571,0,0
INGM,Ingram Micro,Wholesalers: Electronics and Office Equipment,WHOL,2025,2,0.4033710697674396,4.851708657936079,2.6897175846614463e-17,2.6897175846614463e-17,0.0,2.0,0.44804409246449384,0,0
INTC,Intel,Semiconductors and Other Electronic Components,SEMI,2025,2,0.02060748469178802,6.263331154102548,4.2601518128156715e-17,4.2601518128156715e-17,0.0,3.0,0.563162468005034,0,0
JNJ,Johnson & Johnson,Pharmaceuticals,PHAR,2025,2,-0.020855663238222764,1.7869982027555036,3.4358393261469983e-17,3.4358393261469983e-17,0.0,2.0,-0.00782237852880201,0,0
JPM,JPMorgan Chase,Commercial Banks,COMM,2025,2,0.2826861751377906,3.655316332838774,0.0,0.0,0.0,2.0,0.20297074564332776,1,0
KR,Kroger,Food & Drug Stores,FOOD,2025,2,0.12906425283609133,2.434637264933601,1.6859625090586208e-17,1.6859625090586208e-17,0.0,1.0,0.05789253750507203,1,0
LLY,Eli Lilly,Pharmaceuticals,PHAR,2025,2,-0.17491212608836598,4.07680905209257,0.0,0.0,0.0,3.0,-0.00782237852880201,0,0
LMT,Lockheed Martin,Aerospace & Defense,AERO,2025,2,0.16127368392551752,2.0728122167362453,-2.0257041544659705e-17,-2.0257041544659705e-17,0.0,2.0,0.27229672716957587,0,0
MCK,McKesson,Wholesalers: Health Care,WHOL,2025,2,0.12373183312243775,2.175618356792865,5.358165567698152e-17,5.358165567698152e-17,0.0,3.0,0.20986935354612676,0,0
MET,MetLife,"Insurance: Life, Health (Stock)",INSU,2025,2,-0.005065955517121747,4.275466291187071,4.917979363729181e-17,4.917979363729181e-17,0.0,1.0,-0.05434650166294908,1,0
META,Meta,Internet Services and Retailing,INTE,2025,2,0.33793032882430873,5.101094217731974,-3.8391919841413326e-17,-3.8391919841413326e-17,0.0,1.0,0.22988236092250539,1,0
MPC,Marathon Petroleum,Petroleum Refining,PETR,2025,2,0.332957940298644,5.11401010021572,-1.3815235013660259e-17,-1.3815235013660259e-17,0.0,1.0,-0.06911164000680572,1,0
MRK,Merck,Pharmaceuticals,PHAR,2025,2,-0.27350819778647817,2.5649524346981267,-1.9892153132629304e-17,-1.9892153132629304e-17,0.0,5.0,-0.00782237852880201,0,0
MS,Morgan Stanley,Commercial Banks,COMM,2025,2,0.31425376759313445,4.511750105155478,-3.103187794251614e-17,-3.103187794251614e-17,0.0,1.0,0.20297074564332776,1,0
MSFT,Microsoft,Computer Software,COMP,2025,2,0.5740849855021811,3.0549659572276457,3.967654754834985e-17,3.967654754834985e-17,0.0,1.0,0.4596795741569205,1,0
NKE,Nike,Apparel,APPA,2025,2,-0.024984965716637796,5.599609752126878,1.2788344054426067e-17,1.2788344054426067e-17,0.0,1.0,-0.024984965716637796,0,0
NVDA,Nvidia,Semiconductors and Other Electronic Components,SEMI,2025,2,0.6844942305531788,5.9471661687725765,4.465631139492088e-17,4.465631139492088e-17,0.0,2.0,0.563162468005034,1,0
ORCL,Oracle,Computer Software,COMP,2025,2,0.34527416281165996,4.179660825285882,0.0,0.0,0.0,2.0,0.4596795741569205,0,0
PAGP,Plains GP,Pipelines,PIPE,2025,2,-0.4186659024602443,3.5564716443487576,-3.5814221428820655e-17,-3.5814221428820655e-17,0.0,3.0,-0.17558033586654462,0,0
PEP,PepsiCo,Food Consumer Products,FOOD,2025,2,-0.34813204783948964,1.9427227034830792,3.107280367061957e-17,3.107280367061957e-17,0.0,1.0,-0.34813204783948964,0,0
PFGC,Performance Food,Wholesalers: Food and Grocery,WHOL,2025,2,0.25985260442958275,3.1134772815782026,-2.1192545386747456e-17,-2.1192545386747456e-17,0.0,1.0,0.1160867719337119,1,0
PFIZER.NS,Pfizer,Pharmaceuticals,PHAR,2025,2,0.6741751203239092,1.369996235903637,-3.9322173306367196e-17,-4.3691303673741316e-17,3.9322173306367196e-17,1.0,-0.00782237852880201,1,0
PG,Procter & Gamble,Household and Personal Products,HOUS,2025,2,-0.034877772050061685,2.0410981930919276,-1.5376669762934736e-17,-1.5376669762934736e-17,0.0,1.0,-0.034877772050061685,0,0
PGR,Progressive,Insurance: Property and Casualty (Stock),INSU,2025,2,0.07624403979209739,3.2240612551024044,3.283013289521069e-17,3.283013289521069e-17,0.0,3.0,0.12311421624645309,0,0
PRU,Prudential Financial,"Insurance: Life, Health (Stock)",INSU,2025,2,-0.10362704780877642,3.870667325339023,-1.7773508071970308e-17,-1.7773508071970308e-17,0.0,2.0,-0.05434650166294908,0,0
PSX,Phillips 66,Petroleum Refining,PETR,2025,2,0.04016344976657827,5.2852774852592015,1.2584955874565235e-17,1.2584955874565235e-17,0.0,3.0,-0.06911164000680572,1,0
RTX,RTX,Aerospace & Defense,AERO,2025,2,0.1369335368363755,3.7772494723764205,-2.1169607197693586e-18,-2.1169607197693586e-18,0.0,3.0,0.27229672716957587,0,0
SNEX,StoneX,Diversified Financials,DIVE,2025,2,0.37548723977937615,3.657239857627767,-6.491508287590016e-17,-6.491508287590016e-17,0.0,2.0,0.3587542530178437,1,0
SNX,TD Synnex,Wholesalers: Electronics and Office Equipment,WHOL,2025,2,0.4927171151615481,3.501776232637092,0.0,0.0,0.0,1.0,0.44804409246449384,1,0
SYY,Sysco,Wholesalers: Food and Grocery,WHOL,2025,2,-0.02767906056215893,2.058587267245897,0.0,0.0,0.0,2.0,0.1160867719337119,0,0
TGT,Target,General Merchandisers,GENE,2025,2,-0.12924981552611745,4.526896776199695,0.0,0.0,0.0,3.0,0.12882543836303473,0,0
TILIX,TIAA,"Insurance: Life, Health (Mutual)",INSU,2025,2,0.2782871557208863,2.9983466751862595,-1.6416676814425868e-17,-1.6416676814425868e-17,0.0,1.0,0.1274351517646564,1,0
TJX,TJX,Specialty Retailers: Apparel,SPEC,2025,2,0.24741021149917078,1.774400530024298,3.5237850339848026e-17,3.5237850339848026e-17,0.0,1.0,0.24741021149917078,0,0
TRV,Travelers,Insurance: Property and Casualty (Stock),INSU,2025,2,0.12502555645500568,2.7749632979951415,2.394614109911146e-17,2.394614109911146e-17,0.0,2.0,0.12311421624645309,1,0
TSLA,Tesla,Motor Vehicles & Parts,MOTO,2025,2,0.7296634981237337,6.894251468629475,3.680430212578459e-17,3.680430212578459e-17,0.0,1.0,0.3783826166124438,1,0
TSN,Tyson Foods,Food Production,FOOD,2025,2,-0.2727699340229532,2.277920803120519,-4.966959458501694e-17,-4.966959458501694e-17,0.0,2.0,-0.056209554572697995,0,0
UAL,United Airlines,Airlines,AIRL,2025,2,0.3806922999318805,8.281035920148879,-1.6878561204208134e-17,-1.6878561204208134e-17,0.0,3.0,0.46131508907352403,0,0
UIPMX,USAA,Insurance: Property and Casualty (Stock),INSU,2025,2,0.2260548491700226,3.4909105475485247,5.756773421829461e-17,5.756773421829461e-17,0.0,1.0,0.12311421624645309,1,0
UNH,UnitedHealth,Health Care: Insurance and Managed Care,HEAL,2025,2,-1.2346253250124792,4.7829731566600415,2.6958642455823653e-17,2.6958642455823653e-17,0.0,4.0,-0.3787995840063239,0,0
UPS,UPS,"Mail, Package and Freight Delivery",MAIL,2025,2,-0.2702197067456044,3.6175670461573057,9.262791995771514e-17,9.262791995771514e-17,0.0,2.0,-0.2563567216923565,0,0
VLO,Valero Energy,Petroleum Refining,PETR,2025,2,0.07698399309540843,5.400939359009582,2.604609059947625e-17,2.604609059947625e-17,0.0,2.0,-0.06911164000680572,1,0
VZ,Verizon,Telecommunications,TELE,2025,2,0.026653323795665297,2.0670074265074225,-3.1127293840446e-17,-3.1127293840446e-17,0.0,3.0,0.16221364693074655,0,0
WFC,Wells Fargo,Commercial Banks,COMM,2025,2,0.18730266873117654,3.8436518997647635,1.8431236183105286e-17,1.8431236183105286e-17,0.0,5.0,0.20297074564332776,0,0
WMT,Walmart,General Merchandisers,GENE,2025,2,0.2846615014091971,2.9279280821024494,4.632094779700997e-17,4.632094779700997e-17,0.0,1.0,0.12882543836303473,1,0
X1G.PA,Lowe's,Specialty Retailers: Other,SPEC,2025,2,0.041621233511935266,0.24331122160933077,0.0,0.0,0.0,2.0,0.05371252001365394,0,0
XOM,Exxon Mobil,Petroleum Refining,PETR,2025,2,-0.30420698530804013,3.0832999888011177,0.0,0.0,0.0,4.0,-0.06911164000680572,0,0
