Sector,Year,AvgReturn,AvgVolatility,SectorBenchmark
Industrial and Farm Equipment,2017,0.23057728726416826,78.48005867004395,0.23057728726416826
General Merchandisers,1997,0.22822348400950432,114.58962631225586,0.22822348400950432
Specialty Retailers,2017,0.22379366401582956,133.79072952270508,0.22379366401582956
Securities,2013,0.22224117442965508,111.22456741333008,0.22224117442965508
Network and Other Communications Equipment,2003,0.2221221663057804,158.9873924255371,0.2221221663057804
Industrial and Farm Equipment,2010,0.22010719496756792,120.85116386413574,0.22010719496756792
"Insurance: Life, Health (Mutual)",2017,0.21792513877153397,115.77214431762695,0.21792513877153397
Food & Drug Stores,1999,0.21700899675488472,156.87316131591797,0.21700899675488472
Industrial Machinery,2023,0.2148633599281311,17.417089462280273,0.2148633599281311
Information Technology Services,2009,0.20789701864123344,107.9234733581543,0.20789701864123344
"Insurance: Life, Health (Stock)",2001,0.20708149597048758,101.57122917175293,0.20708148404955865
Specialty Retailers,2009,0.2056572139263153,196.31429290771484,0.2056572139263153
Commercial Banks,2009,0.20252255210652947,380.0766906738281,0.22802020609378815
Tobacco,2002,0.20208092406392097,149.60847854614258,0.20208092406392097
Computer And Data Services,1998,0.20191848278045654,221.68012619018555,0.20191848278045654
Wholesalers,2000,0.20162464305758476,135.61956405639648,0.20162464305758476
Diversified Financials,2012,0.20145873352885246,273.74094009399414,0.14465986657887697
Commercial Banks,1996,0.19853509264066815,97.80618858337402,0.19853509264066815
General Merchandisers,2023,0.19711141437292098,39.39004631042481,0.19711141735315324
Food & Drug Stores,2013,0.19611749425530434,71.35030174255371,0.19611749425530434
Internet Services and Retailing,2020,0.19463848788291216,157.72216701507568,0.1773158498108387
Insurance: Property and Casualty (Stock),2025,0.1930696735424655,83.16004725864956,0.1930696735424655
Forest and Paper Products,2009,0.19294773787260056,335.0620918273926,0.19294773787260056
Petroleum Refining,2005,0.19202341760198274,123.11164220174153,0.18002736195921898
Energy,2004,0.1918326187878847,102.74999380111694,0.191832622513175
Food & Drug Stores,1997,0.19178439117968082,124.85228157043457,0.19178439117968082
Insurance: Property and Casualty (Mutual),1997,0.18888946902006865,111.80849647521973,0.18888946902006865
Securities,2020,0.18808280769735575,191.8905792236328,0.18808280769735575
Petroleum Refining,2021,0.18795831874012947,131.54640452067056,0.18795831501483917
Entertainment,2013,0.18779810145497322,71.02336978912354,0.18779810145497322
Commercial Banks,2012,0.18724018952343613,125.84916687011719,0.18720589950680733
,2013,0.18270360547628822,116.34728982713487,0.0
"Scientific, Photographic and Control Equipment",2009,0.18263351544737816,122.52017593383789,0.18263351544737816
"Electronics, Electrical Equipment",2003,0.18244877131655812,120.49673271179199,0.18244877131655812
Diversified Financials,2000,0.1802688930183649,173.26130294799805,0.10976800369098783
Specialty Retailers,2016,0.17987764067947865,143.24642944335938,0.17987764067947865
Insurance: Property and Casualty (Stock),2012,0.17933856789022684,121.45041084289551,0.17933856789022684
"Mail, Package, and Freight Delivery",2013,0.17912966618314385,71.88111162185669,0.1844776733778417
Insurance: Property and Casualty (Mutual),1996,0.178867531940341,144.6151523590088,0.1788675356656313
Health Care,2021,0.17696787137538195,78.82621765136719,0.17292656289646402
Industrial and Farm Equipment,2009,0.1769506186246872,204.38908767700195,0.1769506186246872
"Computers, Office Equipment",1997,0.176437315531075,160.28161239624023,0.17643730714917183
Computer And Data Services,2000,0.17469191891723312,352.4002799987793,0.17469191891723312
Pharmaceutical,2025,0.17467418313026428,96.90423329671223,0.17467418313026428
Entertainment,2003,0.173871086910367,127.36050033569336,0.173871086910367
Securities,2021,0.17365885619074106,103.8074893951416,0.17365885619074106
Health Care: Medical Facilities,2024,0.17267012502998114,67.0890121459961,0.17267012502998114
Petroleum Refining,2004,0.17241452851643166,87.14997577667236,0.16198919899761677
Information Technology Services,2001,0.17112138867378235,145.50582313537598,0.17112138867378235
Financial Services,2023,0.17108692228794098,24.901735305786133,0.17108692228794098
"Computers, Office Equipment",2024,0.17092227097600698,121.94541072845459,0.17092227132525295
Securities,2003,0.1707582976669073,129.2281837463379,0.1707582976669073
"Automotive Retailing, Services",2003,0.1699213609099388,101.06267929077148,0.1699213609099388
Insurance: Property and Casualty (Stock),2013,0.16968009993433952,99.42386817932129,0.16968009993433952
Diversified Financials,1997,0.16957165859639645,130.6137523651123,0.18067802279256284
Health Care: Insurance and Managed Care,2021,0.16918001091107726,106.96898937225342,0.1677346508949995
Pipelines,2021,0.16809717006981373,139.70934867858887,0.16809717006981373
Entertainment,2006,0.16790323238819838,70.21710634231567,0.1679032314568758
Network and Other Communications Equipment,2004,0.16785974195227027,161.00760650634766,0.16785974195227027
Entertainment,1997,0.1678477511741221,94.95664978027344,0.1678477511741221
Industrial and Farm Equipment,2025,0.16654408474763235,110.38417307535808,0.16654408474763235
"Mail, Package, and Freight Delivery",2021,0.1664908668026328,125.12002754211426,0.11752964183688164
Insurance: Property and Casualty (Mutual),2012,0.16633507702499628,71.13513660430908,0.16633507702499628
Motor Vehicles & Parts,2021,0.16502967476844788,147.49844360351562,0.16502967476844788
"Electronics, Electrical Equipment",2013,0.16336748376488686,65.19747829437256,0.16336748376488686
Entertainment,2016,0.16306275338865817,91.80729246139526,0.16306275501847267
Insurance: Property and Casualty (Stock),1997,0.1628241220023483,90.15774631500244,0.16455650329589844
Food Consumer Products,2000,0.16182754561305046,138.00139808654785,0.12860657088458538
Specialty Retailers: Other,2019,0.1613382389768958,69.69060802459717,0.1613382389768958
Motor Vehicles & Parts,2013,0.1607537076342851,98.42523193359375,0.1607537076342851
Health Care,2013,0.1593906900525326,73.41315746307373,0.15457693859934807
General Merchandisers,2017,0.1585501953959465,67.64647483825684,0.1585501953959465
Food,2022,0.15801963955163956,119.81115531921387,0.15801963955163956
Insurance: Property and Casualty (Stock),1999,0.15744300186634064,133.90087127685547,0.15744300186634064
,2020,0.15687670256786143,200.8237509875608,0.0
Securities,2025,0.15586026012897491,117.0725835164388,0.15586026012897491
Health Care,2003,0.15551081160083413,106.64739894866943,0.15126433223485947
Wholesalers,1999,0.15477823466062546,111.50883102416992,0.15477823466062546
"Mail, Package, and Freight Delivery",2003,0.15454121178481728,91.14642572402954,0.1826471434906125
"Insurance: Life, Health (Mutual)",2023,0.15426853174964586,140.70745849609375,0.15426853174964586
Commercial Banks,2019,0.1536427800776437,89.8138641357422,0.1478746272623539
Pharmaceuticals,2024,0.15246505290269852,74.16856384277344,0.15246505290269852
Motor Vehicles & Parts,2012,0.15242835134267807,132.63809776306152,0.15242835134267807
,2009,0.1513859007459627,172.82446401259477,0.0
Insurance: Property and Casualty (Stock),2000,0.15085912495851517,140.87457656860352,0.15085912495851517
Insurance: Property and Casualty (Stock),2021,0.15058356570079923,99.73260593414307,0.1591030228883028
Industrial and Farm Equipment,2016,0.15020816097967327,106.41081428527832,0.15020816097967327
Specialty Retailers: Apparel,2019,0.1492427948396653,81.80929756164551,0.1492427948396653
Petroleum Refining,2013,0.14924176919157617,92.6425130367279,0.13991921581327915
,2000,0.14891418553556182,183.4408438546317,0.0
Food & Drug Stores,1996,0.14886919222772121,93.18148422241211,0.14886919222772121
Food & Drug Stores,2021,0.14859088463708758,106.38701629638672,0.14859088463708758
"Computers, Office Equipment",2023,0.14783386327326298,35.223514556884766,0.14783386886119843
Insurance: Property and Casualty (Mutual),2017,0.14764845930039883,48.963467597961426,0.14764845930039883
Airlines,2023,0.14479577541351318,36.7503547668457,0.14479577541351318
"Insurance: Life, Health (Stock)",1998,0.14451164938509464,106.28343200683594,0.14451164938509464
Commercial Banks,2021,0.14434078438207507,103.74347534179688,0.154859276721254
Computer And Data Services,2002,0.1435186518356204,216.85168075561523,0.1435186518356204
Telecommunications,2019,0.14331049441049495,83.4506909052531,0.12313565611839294
Pipelines,2013,0.1428969264961779,65.00138282775879,0.1428969264961779
Health Care,2004,0.14224876993102953,89.71297264099121,0.15410556457936764
Diversified Financials,1998,0.14223803579807281,124.84453201293945,0.12784234806895256
Wholesalers,2019,0.1413289327174425,61.57134246826172,0.1413289327174425
Food Consumer Products,1997,0.1412236324395053,126.77032089233398,0.1377549534663558
Telecommunications,2020,0.1410537799820304,118.7450901667277,0.10760744288563728
Information Technology Services,1997,0.14102414494846016,136.07200622558594,0.14102414494846016
Commercial Banks,2003,0.14093577598687262,94.4313440322876,0.13700145203620195
Computer Software,2024,0.13993098912760615,72.28286266326904,0.13993099331855774
Insurance: Property and Casualty (Mutual),2013,0.13924359902739525,63.08987045288086,0.13924359902739525
Information Technology Services,2024,0.13918514549732208,64.25052833557129,0.13918514549732208
Forest and Paper Products,1999,0.13849768228828907,162.33375549316406,0.13849768228828907
"Insurance: Life, Health (Stock)",2024,0.13816620657841364,75.61034901936848,0.13816620657841364
"Electronics, Electrical Equipment",2010,0.13807259127497673,96.46161079406738,0.13807259127497673
Insurance: Property and Casualty (Mutual),2019,0.13732423447072506,66.81169128417969,0.13732423447072506
Diversified Financials,2024,0.13728436909150332,157.31174421310425,0.137284368975088
Health Care,2014,0.13701222650706768,64.70231103897095,0.13828931446187198
Telecommunications,2013,0.1369282277300954,65.4344048500061,0.11803432833403349
Food & Drug Stores,2003,0.13686813600361347,101.63289070129395,0.13686813600361347
"Electronics, Electrical Equipment",2007,0.13675290066748857,81.17782020568848,0.13675290066748857
Energy,2024,0.13670537760481238,76.54180145263672,0.13670537760481238
Pharmaceuticals,1998,0.13625003909692168,108.79768562316895,0.1362500349059701
Entertainment,2020,0.13618804886937141,167.13810920715332,0.13618804886937141
Food,2021,0.13602509649354033,80.77729415893555,0.13602509649354033
Specialty Retailers: Other,2003,0.13601907715201378,120.33634185791016,0.13601907715201378
General Merchandisers,2024,0.13575728485981622,47.696168687608505,0.1357572873433431
"Electronics, Electrical Equipment",2019,0.1356169432401657,71.23536014556885,0.1356169432401657
Wholesalers,2016,0.13483771868050098,73.42943572998047,0.13483771868050098
Wholesalers,2025,0.1342068009544164,104.2613296508789,0.13420679668585458
Commercial Banks,2013,0.13365365972276777,82.44266390800476,0.13467806205153465
Securities,2016,0.13356843404471874,124.18852424621582,0.13356843404471874
,1996,0.13356447496917098,95.80695638656616,0.0
Petroleum Refining,2012,0.13338258137810044,93.57421064376831,0.11373435356654227
Insurance: Property and Casualty (Stock),2019,0.13251268863677979,94.94499969482422,0.13251268863677979
Specialty Retailers: Apparel,2024,0.13190720727046332,68.3839480082194,0.13190720727046332
Entertainment,2019,0.13167933747172356,88.96929931640625,0.13167933747172356
Specialty Retailers: Other,2023,0.13046765699982643,56.865893959999084,0.13046765699982643
,1997,0.1302020968403667,111.63606681823731,0.0
Motor Vehicles & Parts,2020,0.1300344169139862,213.32980346679688,0.1300344169139862
"Insurance: Life, Health (Stock)",2021,0.12979016930330545,100.45685386657715,0.1297901701182127
Pharmaceuticals,1997,0.12956739764194936,117.37387561798096,0.12956740148365498
Industrial and Farm Equipment,2020,0.12892118096351624,161.52733993530273,0.12892118096351624
Pharmaceutical,2021,0.12891161534935236,77.31510925292969,0.12891161534935236
Specialty Retailers: Other,2007,0.12706989888101816,85.31036472320557,0.12706989888101816
Airlines,2024,0.12671985179185868,99.22298278808594,0.12671985179185868
Food & Drug Stores,2017,0.12657528929412365,51.146212577819824,0.12657528929412365
Pipelines,2022,0.12656020815484226,108.09912967681885,0.12656020559370518
Wholesalers,1997,0.12655490962788463,94.3614444732666,0.12655490962788463
Securities,2019,0.12590839760378003,96.3002872467041,0.12590839760378003
Food,2025,0.1254747249186039,112.55343373616536,0.1254747249186039
Commercial Banks,1998,0.12524084007600322,147.96790313720703,0.1389133669435978
Computer And Data Services,2004,0.12517529912292957,106.77103614807129,0.12517529912292957
"Insurance: Life, Health (Stock)",1996,0.12480280082672834,89.5756721496582,0.12480280082672834
Information Technology Services,2025,0.12466353178024292,86.80416107177734,0.12466353178024292
,2021,0.12417970235096724,114.44032778850821,0.0
"Scientific, Photographic and Control Equipment",1996,0.12392661441117525,81.85928153991699,0.12392661441117525
Specialty Retailers: Other,2020,0.12374680116772652,99.5569076538086,0.12374680116772652
Industrial and Farm Equipment,1997,0.12352374754846096,118.56141471862793,0.12352374754846096
Diversified Financials,1996,0.12346678785979748,130.28524017333984,0.13616798585280776
Food & Drug Stores,2019,0.12292722519487143,72.43675708770752,0.12292722519487143
"Scientific, Photographic and Control Equipment",2017,0.12252004258334637,47.16554069519043,0.12252004258334637
"Electronics, Electrical Equipment",2017,0.12198423966765404,40.24087715148926,0.12198423966765404
"Electronics, Electrical Equipment",2009,0.1208798885345459,151.83813667297363,0.1208798885345459
Health Care,2011,0.12067747884429991,102.73765420913696,0.1347171552479267
Entertainment,2012,0.12038483656942844,72.90467071533203,0.12038483656942844
Securities,2012,0.12013762444257736,158.15875625610352,0.12013762444257736
Network and Other Communications Equipment,2005,0.12000851333141327,97.86593437194824,0.12000851333141327
Industrial and Farm Equipment,1996,0.11992182675749063,108.51344108581543,0.11992182675749063
Petroleum Refining,2007,0.11951663624495268,99.88663864135742,0.11630862578749657
Specialty Retailers: Apparel,2023,0.11932121310383081,51.40324878692627,0.11932121310383081
Pharmaceuticals,2000,0.11891220207326114,140.20876502990723,0.11891220696270466
Pipelines,2014,0.1188091803342104,93.6740288734436,0.1188091766089201
,2003,0.1185466907619756,118.72187805175781,0.0
"Electronics, Electrical Equipment",2020,0.11847005411982536,155.8333339691162,0.11847005411982536
Securities,2000,0.11825177818536758,219.89241790771484,0.11825177818536758
Insurance: Property and Casualty (Mutual),2014,0.1181072797626257,50.09301567077637,0.1181072797626257
Wholesalers,2009,0.11790206609293818,108.03830909729004,0.11790206609293818
,2024,0.11764503023587167,105.26262452867296,0.0
Specialty Retailers,2020,0.11753375642001629,178.98966026306152,0.11753375642001629
Pharmaceuticals,2013,0.11678512976504862,55.94662618637085,0.11678512953221798
General Merchandisers,2019,0.11531145311892033,60.14068031311035,0.11531145311892033
Petroleum Refining,1997,0.11523254867643118,104.46739196777344,0.11523254867643118
"Electronics, Electrical Equipment",1996,0.11505128553835675,139.81524658203125,0.11505128256976604
"Mail, Package, and Freight Delivery",2009,0.114930659532547,157.1456480026245,0.13241931796073914
Specialty Retailers: Other,2004,0.1149266641587019,76.68681335449219,0.1149266641587019
Pharmaceutical,2020,0.1143486313521862,123.14559173583984,0.1143486313521862
Specialty Retailers: Other,2021,0.11421294906176627,74.0079927444458,0.11421294882893562
Food & Drug Stores,1998,0.11344664543867111,152.87305450439453,0.11344664543867111
Metals,2007,0.11328008491545916,127.69998359680176,0.11328008491545916
Food,2016,0.11279494152404368,111.87958717346191,0.11279494152404368
,2019,0.11260326085070371,113.26002654789379,0.0
Insurance,2024,0.11257736762054264,51.724391555786134,0.09490147940814495
Petroleum Refining,2010,0.11253347449625532,97.23180103302002,0.11957557313144207
Entertainment,2009,0.11147197661921382,132.0010576248169,0.1114719808101654
Health Care,2005,0.1110358847072348,85.78604698181152,0.12280574068427086
Chemicals,2020,0.11045259237289429,215.36327362060547,0.11045259237289429
Commercial Banks,2023,0.11036614596378058,78.27346882820129,0.11161655746400356
,2025,0.10978928715077721,138.1457959303619,0.0
"Mail, Package, and Freight Delivery",2004,0.10903348959982395,61.21939182281494,0.12347780726850033
Wholesalers,1998,0.10829652287065983,104.85283279418945,0.10829652287065983
Food,1996,0.10753855644725263,86.95595455169678,0.1031155614182353
"Insurance: Life, Health (Stock)",1997,0.10741885751485825,90.61357116699219,0.10741885751485825
Information Technology Services,2011,0.10685031767934561,81.55908298492432,0.10685031767934561
Forest and Paper Products,2003,0.10659972671419382,92.37801551818848,0.10659972671419382
"Insurance: Life, Health (Mutual)",2015,0.10649096965789795,231.15454483032227,0.10649096965789795
Securities,2014,0.10633464902639389,84.24773216247559,0.10633464902639389
"Insurance: Life, Health (Stock)",2010,0.10622023232281208,129.20820140838623,0.10622023791074753
Petroleum Refining,2003,0.10614422786359985,80.83042685190837,0.11407973198220134
Wholesalers,2003,0.10604878887534142,88.96468544006348,0.10604878887534142
Petroleum Refining,1996,0.10543992836028337,77.18058776855469,0.10543992836028337
,2010,0.10518574065557032,133.95411387356845,0.0
"Insurance: Life, Health (Stock)",2005,0.10478409135248512,80.92975330352783,0.10478409088682383
"Insurance: Life, Health (Stock)",2004,0.10463590163271874,75.9787974357605,0.10463590081781149
Pipelines,2019,0.10451718530384824,95.87897205352783,0.10451718827243894
Energy,2016,0.10426187701523304,123.35278129577637,0.10426187701523304
Pharmaceuticals,1996,0.10355046461336315,94.96079540252686,0.10355046577751637
"Insurance: Life, Health (Mutual)",2019,0.10306120477616787,131.10736083984375,0.10306120477616787
Securities,2017,0.1024220883846283,81.76796913146973,0.1024220883846283
Energy,2014,0.10206670127809048,82.50026798248291,0.10206670127809048
Food Consumer Products,2019,0.10184318642131984,57.67466068267822,0.10184318642131984
,1998,0.09982871992561297,134.42700410500552,0.0
General Merchandisers,2020,0.09962674044072628,106.56735229492188,0.09962674044072628
Pharmaceuticals,2006,0.09907987096812576,61.67499494552612,0.09907987248152494
Health Care,2025,0.09874910985430081,162.76898320515951,0.019008671243985493
Specialty Retailers: Other,2012,0.09868018515408039,62.88660717010498,0.09868018515408039
Entertainment,2014,0.09774790052324533,68.66048049926758,0.09774790052324533
Wholesalers: Health Care,2025,0.09717163071036339,41.88191604614258,0.09717163071036339
Information Technology Services,1999,0.09712635166943073,161.33956146240234,0.09712635166943073
Securities,2006,0.09706856007687747,51.194958209991455,0.11764848954044282
Specialty Retailers: Apparel,2020,0.09679552167654037,179.03991317749023,0.09679552167654037
Pharmaceuticals,2022,0.09656352736055851,74.27296257019043,0.09656352549791336
Health Care,2009,0.09652049641590565,168.29244327545166,0.09856566041707993
Food Consumer Products,2013,0.09636458521708846,52.10654926300049,0.09636458521708846
Aerospace & Defense,2025,0.09622193021433693,43.310053144182476,0.09622193021433693
Petroleum Refining,2025,0.09616181911791072,88.40590847239775,0.08055545258171418
Commercial Banks,1997,0.09613571502268314,112.10042190551758,0.09613571502268314
Pharmaceutical,2022,0.09546978771686554,86.42710781097412,0.09546978771686554
Food,2000,0.09538558684289455,137.87735176086426,0.09538558684289455
Food Consumer Products,2007,0.09513111226260662,54.21411418914795,0.09513111226260662
Telecommunications,2023,0.09512242597217362,84.44224119186401,0.06863594823516905
Financial Services,2024,0.09479286707937717,78.56741142272949,0.09479286707937717
Commercial Banks,2016,0.09459579250542446,105.99119987487794,0.09345483966171741
Commercial Banks,2015,0.09380189809016884,113.32914237976074,0.06472917646169662
"Electronics, Electrical Equipment",2006,0.09376003127545118,74.21177291870117,0.09376003127545118
Information Technology Services,2019,0.09364351816475391,82.6998348236084,0.09364351816475391
Industrial and Farm Equipment,2023,0.09324954822659492,109.45706176757812,0.09324954822659492
Information Technology Services,2016,0.09304279834032059,76.33949184417725,0.09304279834032059
"Mail, Package, and Freight Delivery",2016,0.09303901623934507,71.5541033744812,0.09668764192610979
,2006,0.09302603629745405,92.82363926922834,0.0
Telecommunications,2009,0.09269803634379059,80.90925693511963,0.07463539019227028
Information Technology Services,2003,0.09146330691874027,94.17413520812988,0.09146330691874027
Commercial Banks,2000,0.09110448090359569,185.53722063700357,0.08338084258139133
Petroleum Refining,2000,0.09100340772420168,123.66587257385254,0.10162700433284044
Industrial and Farm Equipment,2019,0.09092746349051595,109.23860359191895,0.09092746349051595
Industrial and Farm Equipment,2022,0.090863773599267,130.40768814086914,0.090863773599267
Specialty Retailers: Other,2013,0.09023191221058369,59.608808517456055,0.09023191221058369
Motor Vehicles & Parts,2017,0.08953071309952065,82.4593391418457,0.08953071309952065
Petroleum Refining,2006,0.08943848179963727,103.44831212361653,0.09371646493673325
"Insurance: Life, Health (Mutual)",2020,0.08939062990248203,154.76051902770996,0.08939062990248203
Telecommunications,2016,0.08938275836408138,73.66321516036987,0.08534485474228859
"Insurance: Life, Health (Stock)",2017,0.08919590579656263,67.10339101155598,0.08919590711593628
Telecommunications,2007,0.08918331540189683,65.67080020904541,0.09140299167484045
Industrial and Farm Equipment,2007,0.08913599234074354,87.01762771606445,0.08913599234074354
Wholesalers: Electronics and Office Equipment,2019,0.08899471338372678,236.35756301879883,0.08899471338372678
Insurance: Property and Casualty (Mutual),2004,0.08820306602865458,63.167593002319336,0.08820306602865458
,2012,0.0881337853825756,113.84894174589238,0.0
Telecommunications,2000,0.08802075311541557,191.7336769104004,0.08802075311541557
Food & Drug Stores,2012,0.08786098402924836,81.80657005310059,0.08786098402924836
Specialty Retailers: Other,2017,0.08759973201040339,70.55758094787598,0.08759973201040339
Food & Drug Stores,2023,0.08728681653738021,68.16525707244872,0.08728681355714799
Insurance: Property and Casualty (Mutual),2006,0.08720245212316513,54.31541919708252,0.08720245212316513
Specialty Retailers: Other,2010,0.08684049174189568,67.29814052581787,0.08684049174189568
Commercial Banks,2024,0.08623235259205103,64.87722671508789,0.08510242849588394
,2014,0.0860075681386447,87.87339763080372,0.0
Telecommunications,2003,0.08584983553737402,121.59660911560059,0.054063012823462486
Insurance: Property and Casualty (Mutual),2022,0.08530107619299088,115.38166236877441,0.08530107619299088
Industrial and Farm Equipment,2005,0.08500133329653181,97.89868354797363,0.08500133329653181
Commercial Banks,2017,0.0848305300809443,73.23596744537353,0.08876750525087118
Petroleum Refining,2017,0.08457670329759519,66.82970857620239,0.08457670360803604
Wholesalers,2013,0.08420865004882216,64.63063335418701,0.08420865004882216
Specialty Retailers: Other,2009,0.08354040986159816,114.03666877746582,0.08354040986159816
General Merchandisers,2008,0.0830488596111536,122.35495948791504,0.0830488596111536
Wholesalers,2006,0.08266429789364338,69.30230808258057,0.08266429789364338
Energy,1998,0.08258842187933624,73.52553462982178,0.08258842187933624
"Mail, Package, and Freight Delivery",2010,0.0824483335018158,101.76920318603516,0.07306111976504326
Specialty Retailers: Other,2014,0.0823636706918478,54.27492713928223,0.0823636706918478
"Insurance: Life, Health (Stock)",2022,0.08220139425247908,106.81930414835612,0.08220139099285007
Pharmaceuticals,2019,0.0821659485809505,72.97147035598755,0.08216594904661179
Insurance: Property and Casualty (Mutual),2025,0.08214874813954036,107.26490529378255,0.08214874813954036
Telecommunications,2017,0.08108841472615798,71.38979212443034,0.06597069557756186
Health Care,2019,0.08099629739444936,102.54706478118896,0.08405263652093709
Industrial and Farm Equipment,2001,0.08098138403147459,141.5545768737793,0.08098138403147459
Specialty Retailers: Other,2001,0.08038635877892375,169.72055053710938,0.08038635877892375
Commercial Banks,2025,0.08004850869377454,61.626548767089844,0.08004851154983043
"Scientific, Photographic and Control Equipment",2016,0.08003524504601955,58.69547748565674,0.08003524504601955
"Insurance: Life, Health (Stock)",2019,0.07991258606004219,100.19738070170085,0.07991258380934596
,2023,0.07981283740428764,119.35654877643196,0.0
Food Consumer Products,1998,0.07976872054859996,160.7654857635498,0.04473801888525486
Pharmaceuticals,2007,0.0797246154397726,63.41720724105835,0.0797246191650629
Specialty Retailers,2024,0.07923027660165514,54.77101462227957,0.06788096789802824
