rank,company,industry,revenue,profit,profit %,year,employees,ticker
43,Metropolitan Life Insurance Co.,"Insurance: Life, Health (Stock)",24374.0,,,1998,,MTLA.JK
44,"The Home Depot, Inc.",Specialty Retailers,24155.7,,,1998,,THD
45,"ConAgra, Inc.",Food,24002.1,,,1998,,CAG
46,"Merck & Co., Inc.",Pharmaceuticals,23636.9,,,1998,,MRK
47,BankAmerica Corporation,Commercial Banks,23585.0,,,1998,,
48,GTE Corporation,Telecommunications,23260.0,,,1998,,GTE
49,Johnson & Johnson,Pharmaceuticals,22629.0,,,1998,,JNJ
50,Safeway Inc.,Food & Drug Stores,22483.8,,,1998,,301559.SZ
51,The Walt Disney Company,Entertainment,22473.0,,,1998,,DIS
52,"United Parcel Service of America, Inc.","Mail, Package, and Freight Delivery",22458.0,,,1998,,UPS
53,"Costco Companies, Inc.",Specialty Retailers,21874.4,,,1998,,
54,NationsBank Corporation,Commercial Banks,21734.0,,,1998,,
55,USX Corporation,Petroleum Refining,21057.0,,,1998,,USXF
56,BellSouth Corporation,Telecommunications,20561.0,,,1998,,KTBA
57,Enron,Pipelines,20273.0,,,1998,,
59,CIGNA Corporation,"Insurance: Life, Health (Stock)",20038.0,,,1998,,CI
60,The Dow Chemical Company,Chemicals,20018.0,,,1998,,TDC
61,Sara Lee Corporation,Food,19734.0,,,1998,,
62,MCI Communications Corporation,Telecommunications,19653.0,,,1998,,
63,Loews Corporation,Insurance: Property and Casualty (Stock),19647.8,,,1998,,L
64,Atlantic Richfield Company,Petroleum Refining,19272.0,,,1998,,
65,American Stores Company,Food & Drug Stores,19138.9,,,1998,,AXP
66,"Caterpillar, Inc.",Industrial and Farm Equipment,18925.0,,,1998,,CAT
67,New York Life Insurance Company,"Insurance: Life, Health (Mutual)",18899.3,,,1998,,601336.SS
68,The Coca-Cola Company,Beverages,18868.0,,,1998,,
69,Columbia/HCA Healthcare Corp.,Health Care,18819.0,,,1998,,
70,AMR Corporation,Airlines,18570.0,,,1998,,AMR
71,"Aetna, Inc.","Insurance: Life, Health (Stock)",18540.2,,,1998,,
72,Xerox Corporation,"Computers, Office Equipment",18166.0,,,1998,,XRX
73,American Express Company,Diversified Financials,17760.0,,,1998,,AXP
74,J.P. Morgan & Co. Incorporated,Commercial Banks,17701.0,,,1998,,JPM
75,UAL Corporation,Airlines,17378.0,,,1998,,UAL
76,RJR Nabisco Holdings Corporation,Food,17057.0,,,1998,,BURCA
77,"Lehman Brothers Holdings, Inc.",Securities,16883.0,,,1998,,LEHNQ
78,Bristol-Myers Squibb Company,Pharmaceuticals,16701.2,,,1998,,
79,"Ingram Micro, Inc.",Wholesalers,16581.5,,,1998,,INGM
80,"Supervalu, Inc.",Wholesalers,16551.9,,,1998,,
81,Duke Energy Corporation,Utilities: Gas and Electric,16308.9,,,1998,,DUK
82,Ameritech Corporation,Telecommunications,15998.0,,,1998,,
83,"Federated Department Stores, Inc.",General Merchandisers,15668.3,,,1998,,FHI
85,PG&E Corporation,Utilities: Gas and Electric,15399.9,,,1998,,PGE.V
86,"Fleming Companies, Inc.",Wholesalers,15372.7,,,1998,,FLMNG.SL
87,"U S WEST, Inc.",Telecommunications,15352.0,,,1998,,USWE.ST
88,Electronic Data Systems Corporation,Computer And Data Services,15235.6,,,1998,,EA
89,Minnesota Mining and Manufacturing Company,"Scientific, Photographic and Control Equipment",15070.0,,,1998,,MMa
90,Sprint Corporation,Telecommunications,14873.9,,,1998,,SPRINT.ST
91,Eastman Kodak Company,"Scientific, Photographic and Control Equipment",14713.0,,,1998,,KODK
92,Phillips Petroleum Company,Food & Drug Stores,14689.5,,,1998,,PSX
92,Di Giorgio Corporation,Food & Drug Stores,16005.1,,,1998,,
93,AlliedSignal Inc.,Aerospace & Defense,14472.0,,,1998,,
94,Sysco Corporation,Wholesalers,14454.6,,,1998,,SYY
95,Federal Home Loan Mortgage Corp.,Diversified Financials,14399.0,,,1998,,FMCC
96,First Union Corporation,Commercial Banks,14329.0,,,1998,,FHN
97,Fluor Corporation,Engineering & Construction,14298.5,,,1998,,FLR
98,American Home Products Corporation,Pharmaceuticals,14196.0,,,1998,,AMH
99,Archer Daniels Midland Company,Food,13853.3,,,1998,,ADM
100,Raytheon Company,"Electronics, Electrical Equipment",13673.5,,,1998,,^RTX
101,"Delta Air Lines, Inc.",Airlines,13590.0,,,1998,,DAL
102,Ashland Inc.,Petroleum Refining,13567.0,,,1998,,ASH
