rank,company,industry,revenue,profit,profit %,year,employees,ticker
48,Walt Disney,Entertainment,82722.0,3145.0,,2023,195800.0,DIS
49,ConocoPhillips,"Mining, Crude-Oil Production",82156.0,18680.0,,2023,9500.0,COP
50,Tesla,Motor Vehicles & Parts,81462.0,12556.0,,2023,127855.0,TSLA
51,Procter & Gamble,Household and Personal Products,80187.0,14742.0,,2023,106000.0,PG
52,General Electric,Industrial Machinery,76555.0,225.0,,2023,172000.0,GE
53,Albertsons,Food & Drug Stores,71887.0,1620.0,,2023,195750.0,ACI
54,MetLife,"Insurance: Life, Health (Stock)",69898.0,2539.0,,2023,45000.0,MET
55,Goldman Sachs Group,Commercial Banks,68711.0,11261.0,,2023,48500.0,GS
56,Sysco,Wholesalers: Food and Grocery,68636.0,1359.0,,2023,70510.0,SYY
57,Raytheon Technologies,Aerospace & Defense,67074.0,5197.0,,2023,182000.0,^RTX
58,Boeing,Aerospace & Defense,66608.0,4935.0,,2023,156000.0,BA
59,StoneX Group,Diversified Financials,66036.0,207.0,,2023,3615.0,SNEX
60,Lockheed Martin,Aerospace & Defense,65984.0,5732.0,,2023,116000.0,LMT
61,Morgan Stanley,Commercial Banks,65936.0,11029.0,,2023,82427.0,MS
62,Intel,Semiconductors and Other Electronic Components,63054.0,8014.0,,2023,131900.0,INTC
63,HP,"Computers, Office Equipment",62983.0,3203.0,,2023,58000.0,HP
64,TD Synnex,Wholesalers: Electronics and Office Equipment,62344.0,651.0,,2023,28500.0,SNX
65,IBM,Information Technology Services,60530.0,1639.0,,2023,303100.0,IBM
66,HCA Healthcare,Health Care: Medical Facilities,60233.0,5643.0,,2023,250500.0,HCA
67,Prudential Financial,"Insurance: Life, Health (Stock)",60050.0,1438.0,,2023,39583.0,PRU
68,Caterpillar,Construction and Farm Machinery,59427.0,6705.0,,2023,109100.0,CAT
69,Merck,Pharmaceuticals,59283.0,14519.0,,2023,68000.0,MRK
70,World Fuel Services,Energy,59043.0,114.0,,2023,5214.0,WFK.BE
71,New York Life Insurance,"Insurance: Life, Health (Mutual)",58445.0,1127.0,,2023,15050.0,601336.SS
72,Enterprise Products Partners,Pipelines,58186.0,5490.0,,2023,7300.0,EPD
73,AbbVie,Pharmaceuticals,58054.0,11836.0,,2023,50000.0,ABBV
74,Plains GP Holdings,Pipelines,57342.0,168.0,,2023,4100.0,PAGP
75,Dow,Chemicals,56902.0,4582.0,,2023,37800.0,DOW
76,AIG,Insurance: Property and Casualty (Stock),56437.0,10276.0,,2023,26200.0,AIG
77,American Express,Diversified Financials,55625.0,7514.0,,2023,77300.0,AXP
78,Publix Super Markets,Food & Drug Stores,54942.0,2918.0,,2023,242000.0,
79,Charter Communications,Telecommunications,54022.0,5055.0,,2023,101700.0,CHTR
80,Tyson Foods,Food Production,53282.0,3238.0,,2023,142000.0,TSN
81,Deere,Construction and Farm Machinery,52577.0,7131.0,,2023,82239.0,DE
82,Cisco Systems,Network and Other Communications Equipment,51557.0,11812.0,,2023,83300.0,CSCO
83,Nationwide,Insurance: Property and Casualty (Mutual),51450.0,988.0,,2023,24791.0,NATWIDE.KL
84,Allstate,Insurance: Property and Casualty (Stock),51412.0,1311.0,,2023,54250.0,ALL
85,Delta Air Lines,Airlines,50582.0,1318.0,,2023,95000.0,DAL
86,Liberty Mutual Insurance Group,Insurance: Property and Casualty (Stock),49956.0,414.0,,2023,50000.0,LFG.AX
87,TJX,Specialty Retailers: Apparel,49936.0,3498.0,,2023,329000.0,TJX
88,Progressive,Insurance: Property and Casualty (Stock),49611.0,722.0,,2023,55063.0,PGR
89,American Airlines Group,Airlines,48971.0,127.0,,2023,129700.0,AAL
90,CHS,Food Production,47792.0,1679.0,,2023,10014.0,CHS.V
91,Performance Food Group,Wholesalers: Food and Grocery,47194.0,113.0,,2023,34825.0,PFGC
92,PBF Energy,Petroleum Refining,46830.0,2877.0,,2023,3616.0,PBF
93,Nike,Apparel,46710.0,6046.0,,2023,79100.0,NKE
94,Best Buy,Specialty Retailers: Other,46298.0,1419.0,,2023,71100.0,BBY
95,Bristol-Myers Squibb,Pharmaceuticals,46159.0,6327.0,,2023,34300.0,
96,United Airlines Holdings,Airlines,44955.0,737.0,,2023,92795.0,UAL
97,Thermo Fisher Scientific,"Scientific, Photographic and Control Equipment",44915.0,6950.0,,2023,130000.0,TMO
98,Qualcomm,Semiconductors and Other Electronic Components,44200.0,12936.0,,2023,51000.0,QCOM
99,Abbott Laboratories,Medical Products and Equipment,43653.0,6933.0,,2023,115000.0,ABT
100,Coca-Cola,Beverages,43004.0,9542.0,,2023,82500.0,COLA.WA
