rank,company,industry,revenue,profit,profit %,year,employees,ticker
83,"Merck & Co., Inc.",Pharmaceuticals,22485.9,,,2004,,MRK
84,"ConAgra Foods, Incorporated",Food Consumer Products,22052.5,,,2004,,CAG
85,"HCA, Inc",Health Care,21808.0,,,2004,,HCA
86,"Alcoa, Inc.",Metals,21728.0,,,2004,,AA
87,Electronic Data Systems,Computer And Data Services,21596.0,,,2004,,EA
88,Bank One Corporation,Commercial Banks,21454.0,,,2004,,BANK.NE
89,Comcast Corporation,Telecommunications,21263.0,,,2004,,CMCSA
90,Massachusetts Mutual Life Insurance Company,"Insurance: Life, Health (Mutual)",21075.8,,,2004,,
91,The Coca-Cola Company,Beverages,21044.0,,,2004,,
92,Bristol-Myers Squibb Company,Pharmaceuticals,20671.0,,,2004,,
93,WellPoint Health Networks Inc.,Health Care,20359.7,,,2004,,
94,Georgia-Pacific Corporation,Forest and Paper Products,20255.0,,,2004,,
95,Weyerhaeuser Company,Forest and Paper Products,19873.0,,,2004,,WY
96,Abbott Laboratories,Pharmaceuticals,19680.6,,,2004,,ABT
97,"AutoNation, Inc.","Automotive Retailing, Services",19381.1,,,2004,,AN
98,"The Williams Companies, Inc.",Energy,19245.7,,,2004,,WMB
99,Supervalu Inc.,Wholesalers: Food and Grocery,19160.4,,,2004,,
100,"Cisco Systems, Inc.",Network and Other Communications Equipment,18878.0,,,2004,,CSCO
