rank,company,industry,revenue,profit,profit %,year,employees,ticker
73,E.I. du Pont de Nemours,Chemicals,28491.0,,,2006,,
74,New York Life Insurance Company,"Insurance: Life, Health (Mutual)",28051.0,,,2006,,601336.SS
75,"Johnson Controls, Inc.",Motor Vehicles & Parts,28019.5,,,2006,,JCI
76,Best Buy Co. Inc.,Specialty Retailers,27433.0,,,2006,,BBY
77,Delphi Corporation,Motor Vehicles & Parts,27201.0,,,2006,,DELPHIFX.NS
78,The Hartford Financial Services Group Inc.,Insurance: Property and Casualty (Stock),27083.0,,,2006,,HFF.BE
79,"Alcoa, Inc.",Metals,26601.0,,,2006,,AA
80,"Tyson Foods, Inc.",Food Production,26014.0,,,2006,,TSN
81,Teachers Insurance and Annuity Association College Retiremen,"Insurance: Life, Health (Mutual)",25916.8,,,2006,,
82,International Paper Company,Forest and Paper Products,25797.0,,,2006,,IP
83,"Cisco Systems, Inc.",Network and Other Communications Equipment,24801.0,,,2006,,CSCO
84,HCA Inc,Health Care: Medical Facilities,24455.0,,,2006,,HCA
85,"The St. Paul Travelers Companies, Inc.",Insurance: Property and Casualty (Stock),24365.0,,,2006,,
86,News Corporation,Entertainment,23859.0,,,2006,,NWSA
87,"Federated Department Stores, Inc.",General Merchandisers,23347.0,,,2006,,FHI
88,Amerada Hess Corporation,Petroleum Refining,23255.0,,,2006,,
89,The Coca-Cola Company,Beverages,23104.0,,,2006,,
90,Weyerhaeuser Company,Forest and Paper Products,23000.0,,,2006,,WY
91,Aetna Inc.,Health Care: Insurance and Managed Care,22885.0,,,2006,,
92,Massachusetts Financial Group,"Insurance: Life, Health (Mutual)",22798.8,,,2006,,MFG.AX
93,Abbott Laboratories,Pharmaceuticals,22337.8,,,2006,,ABT
94,Comcast Corporation,Telecommunications,22255.0,,,2006,,CMCSA
95,"Merck & Co., Inc.",Pharmaceuticals,22011.9,,,2006,,MRK
96,Deere & Company,Industrial and Farm Equipment,21930.5,,,2006,,DE
97,Raytheon Company,Aerospace & Defense,21894.0,,,2006,,^RTX
98,Nationwide Mutual Insurance Co.,Insurance: Property and Casualty (Stock),21832.0,,,2006,,NBS.L
99,"Washington Mutual, Inc.",Savings Institutions,21326.0,,,2006,,4691.T
100,General Dynamics Corporation,Aerospace & Defense,21290.0,,,2006,,GD
