rank,company,industry,revenue,profit,profit %,year,employees,ticker
87,"Plains All American Pipeline, L.P.",Pipelines,34275.0,,,2012,,PAA
88,Teachers Insurance and Annuity Association College Retiremen,"Insurance: Life, Health (Mutual)",34079.0,,,2012,,
89,Aetna Inc.,Health Care: Insurance and Managed Care,33779.8,,,2012,,
90,Sprint Nextel Corporation,Telecommunications,33679.0,,,2012,,SIX.AX
91,News Corporation,Entertainment,33405.0,,,2012,,NWSA
92,General Dynamics Corporation,Aerospace & Defense,32677.0,,,2012,,GD
93,The Allstate Corporation,Insurance: Property and Casualty (Stock),32654.0,,,2012,,ALL
94,"HCA Holdings, Inc.",Health Care: Medical Facilities,32506.0,,,2012,,HH.AD
95,American Express Company,Commercial Banks,32282.0,,,2012,,AXP
96,"Tyson Foods, Inc.",Food Production,32266.0,,,2012,,TSN
97,Deere & Company,Construction and Farm Machinery,32012.5,,,2012,,DE
98,Murphy Oil Corporation,Petroleum Refining,31446.3,,,2012,,MUR
99,Philip Morris International Inc.,Tobacco,31097.0,,,2012,,PM
100,Nationwide Mutual Insurance Co.,Insurance: Property and Casualty (Mutual),30697.8,,,2012,,NBS.L
