rank,company,industry,revenue,profit,profit %,year,employees,ticker
39,Intel Corporation,Semiconductors,29389.0,,,2000,,INTC
40,Safeway Inc.,Food & Drug Stores,28859.9,,,2000,,301559.SZ
41,"Ingram Micro, Inc.",Wholesalers,28068.6,,,2000,,INGM
42,"E.I. du Pont de Nemours and Company, Inc.",Chemicals,27892.0,,,2000,,
43,Johnson & Johnson,Pharmaceuticals,27471.0,,,2000,,JNJ
44,Costco Wholesale Corporation,Specialty Retailers,27456.0,,,2000,,COST
45,Time Warner Inc.,Entertainment,27333.0,,,2000,,T
46,"United Parcel Service of America, Inc.","Mail, Package, and Freight Delivery",27052.0,,,2000,,UPS
47,The Allstate Corporation,Insurance: Property and Casualty (Stock),26959.0,,,2000,,ALL
48,Prudential Insurance Company of America,"Insurance: Life, Health (Stock)",26618.0,,,2000,,PRU
49,"Aetna, Inc.",Health Care,26452.7,,,2000,,
50,Bank One Corporation,Commercial Banks,25986.0,,,2000,,BANK.NE
51,USX Corporation,Petroleum Refining,25610.0,,,2000,,USXF
52,Lockheed Martin Corporation,Aerospace & Defense,25530.0,,,2000,,LMT
53,Metropolitan Life Insurance Co.,"Insurance: Life, Health (Stock)",25426.0,,,2000,,MTLA.JK
54,"Goldman Sachs Group, Inc.",Securities,25363.0,,,2000,,GS
55,GTE Corporation,Telecommunications,25336.2,,,2000,,GTE
56,Dell Computer Corporation,"Computers, Office Equipment",25265.0,,,2000,,Dell
57,United Technologies Corporation,Aerospace & Defense,25242.0,,,2000,,
58,BellSouth Corporation,Telecommunications,25224.0,,,2000,,KTBA
59,"Cardinal Health, Inc.",Wholesalers,25033.6,,,2000,,CAH
60,ConAgra,Food,24594.3,,,2000,,CAG
61,International Paper Company,Forest and Paper Products,24573.0,,,2000,,IP
62,Freddie Mac,Diversified Financials,24268.0,,,2000,,FMCC
63,"AutoNation, Inc.","Automotive Retailing, Services",24206.6,,,2000,,AN
64,Berkshire Hathaway Inc.,Insurance: Property and Casualty (Stock),24028.0,,,2000,,BRK.A
65,Honeywell International Inc.,Aerospace & Defense,23735.0,,,2000,,HON
66,The Walt Disney Company,Entertainment,23402.0,,,2000,,DIS
67,First Union Corporation,Commercial Banks,22084.0,,,2000,,FHN
68,Wells Fargo & Co.,Commercial Banks,21795.0,,,2000,,WFC
69,Duke Energy Corporation,Utilities: Gas and Electric,21742.0,,,2000,,DUK
70,New York Life Insurance Company,"Insurance: Life, Health (Mutual)",21679.3,,,2000,,601336.SS
71,American Express Company,Diversified Financials,21278.0,,,2000,,AXP
72,Loews Corporation,Insurance: Property and Casualty (Stock),20952.6,,,2000,,L
73,PG&E Corporation,Utilities: Gas and Electric,20820.0,,,2000,,PGE.V
74,Conoco,Petroleum Refining,20817.0,,,2000,,COP
75,CIGNA Corporation,Health Care,20644.0,,,2000,,CI
76,"PepsiCo, Inc.",Beverages,20367.0,,,2000,,PEP
77,AMR Corporation,Airlines,20262.0,,,2000,,AMR
78,Bristol-Myers Squibb Company,Pharmaceuticals,20222.0,,,2000,,
79,Sara Lee Corporation,Food,20012.0,,,2000,,
80,FleetBoston Financial,Commercial Banks,20000.0,,,2000,,
81,Sprint Corporation,Telecommunications,19930.0,,,2000,,SPRINT.ST
82,Raytheon Company,Aerospace & Defense,19841.0,,,2000,,^RTX
83,The Coca-Cola Company,Beverages,19805.0,,,2000,,
84,Microsoft Corporation,Computer Software,19747.0,,,2000,,MSFT
85,"Caterpillar, Inc.",Industrial and Farm Equipment,19702.0,,,2000,,CAT
86,"UnitedHealth Group, Incorporated",Health Care,19562.0,,,2000,,UNH
87,Xerox Corporation,"Computers, Office Equipment",19228.0,,,2000,,XRX
88,"Lehman Brothers Holdings, Inc.",Securities,18989.0,,,2000,,LEHNQ
89,The Dow Chemical Company,Chemicals,18929.0,,,2000,,TDC
90,UtiliCorp United Inc.,Utilities: Gas and Electric,18621.5,,,2000,,
91,Electronic Data Systems Corporation,Computer And Data Services,18534.2,,,2000,,EA
92,J.P. Morgan & Co. Incorporated,Commercial Banks,18110.0,,,2000,,JPM
93,CVS Corporation,Food & Drug Stores,18098.3,,,2000,,CVS
94,UAL Corporation,Airlines,18027.0,,,2000,,UAL
95,Walgreen Co.,Food & Drug Stores,17838.8,,,2000,,
96,Georgia-Pacific Corporation,Forest and Paper Products,17796.0,,,2000,,
97,"Federated Department Stores, Inc.",General Merchandisers,17716.0,,,2000,,FHI
98,Sysco Corporation,Wholesalers,17422.8,,,2000,,SYY
99,Supervalu Inc.,Wholesalers,17420.5,,,2000,,
100,Bergen Brunswig Corporation,Wholesalers,17244.9,,,2000,,
102,Tech Data Corporation,Wholesalers,16991.8,,,2000,,TECH.OL
