rank,company,industry,revenue,employees,ticker
63,Cisco Systems,Network and Other Communications Equipment,49301.0,77500.0,CSCO
64,Charter Communications,Telecommunications,48097.0,96100.0,CHTR
65,Merck,Pharmaceuticals,47994.0,73500.0,MRK
66,Best Buy,Specialty Retailers: Other,47262.0,81600.0,BBY
67,New York Life Insurance,"Insurance: Life, Health (Mutual)",46712.0,11506.0,601336.SS
68,AbbVie,Pharmaceuticals,45804.0,47000.0,ABBV
70,Allstate,Insurance: Property and Casualty (Stock),44791.0,42010.0,ALL
71,Liberty Mutual Insurance Group,Insurance: Property and Casualty (Stock),43796.0,45000.0,LFG.AX
72,AIG,Insurance: Property and Casualty (Stock),43736.0,45000.0,AIG
73,Tyson Foods,Food Production,43185.0,139000.0,TSN
74,Progressive,Insurance: Property and Casualty (Stock),42658.0,43326.0,PGR
77,Pfizer,Pharmaceuticals,41908.0,78500.0,PFIZER.NS
78,Caterpillar,Construction and Farm Machinery,41748.0,97300.0,CAT
79,TIAA,"Insurance: Life, Health (Mutual)",41619.0,14953.0,TILIX
80,Oracle,Computer Software,39068.0,135000.0,ORCL
81,Energy Transfer,Pipelines,38954.0,11421.0,ET
82,Dow,Chemicals,38542.0,35700.0,DOW
83,American Express,Diversified Financials,38185.0,63700.0,AXP
84,General Dynamics,Aerospace & Defense,37925.0,100700.0,GD
85,Nike,Apparel,37403.0,75400.0,NKE
86,Northrop Grumman,Aerospace & Defense,36799.0,97000.0,NOC
87,USAA,Insurance: Property and Casualty (Stock),36296.0,35935.0,UIPMX
88,Deere,Construction and Farm Machinery,35540.0,69634.0,DE
89,Abbott Laboratories,Medical Products and Equipment,34608.0,109000.0,ABT
90,Northwestern Mutual,"Insurance: Life, Health (Mutual)",33782.0,6641.0,NWE
91,Dollar General,Specialty Retailers: Other,33747.0,158000.0,DG
92,Exelon,Utilities: Gas and Electric,33039.0,32340.0,EXC
94,Honeywell International,"Electronics, Electrical Equipment",32637.0,103000.0,HON
95,Thermo Fisher Scientific,"Scientific, Photographic and Control Equipment",32218.0,84362.0,TMO
96,3M,Chemicals,32184.0,94987.0,MMM
97,TJX,Specialty Retailers: Apparel,32137.0,320000.0,TJX
98,Travelers,Insurance: Property and Casualty (Stock),31981.0,30294.0,TRV
99,Capital One Financial,Commercial Banks,31643.0,51985.0,COF
100,Tesla,Motor Vehicles & Parts,31536.0,70757.0,TSLA
